333,57,7,0
268,82,13,0
319,63,16,0
259,50,21,0
17032,1847358,1039732,0
27580,2326879,492260,0
25125,1689791,1055247,0
41997,2448774,397512,0
53343,2428738,427924,0
32126,2532185,820668,0
